,text,emotion
5745,я почуваюся зневірено,sadness
5746,"Я припускаю, що так, я припускаю, що це один бік мене - корисний друг для старших друзів, які населяють моє життя і затишують мене, коли я потребую супроводу та дружнього обіду.",joy
5747,"Я люблю почувати себе ніжною поганою цілувальницею, занадто розпусною й дивною людиною.",love
5748,"я був би дуже обурений та збентежений, оскільки їм довелося б якимось чином протягнути одне з моїх пальців по сканеру відбитків пальців, щоб використовувати його.",anger
5749,"Я розумію, як ти себе почуваєш, мій сміх такий дивний.",surprise
5750,"Я справді почувався стиснутим з коштів, тому я запросив друзів на обід, щоб почувати себе щедрим та знову пустити грошовий потік в своєму житті.",love
5751,"Я зацікавився машинами, тому що вони є тут, і мені не так страшно помилятися перед усіма, щоб розібратися, як вони працюють.",fear
5752,"Якщо я вдаюся до пабу, акцент буде зроблений на спілкуванні, і мені було б незвідано приймати час на огляд пива, а не на насолоду компанією друзів. Тому замість цього я огляну вибір пляшкового пива, яке маю вдома на цьому Різдві.",anger
5753,"Я вже почуваюся успішним, нема нічого, що може мене зупинити.",joy
5754,"Я роззлився і повернувся, відчуваючи ніжність і свербіння по всьому тілу.",love
5755,я все ще почуваюся погано сьогодні,sadness
5756,"Я відчував, що все ще відчуваю гнів, розчарування або майже будь-що інше, але потім починав відчувати страх або навіть відчай, тому що я не міг зрозуміти, чому Бог не почув мою молитву або не відповідав на моє клекітання.",anger
5757,"Я зрозумів, коли почув, як ця жінка говорить про наші найглибші страхи і самобичування з приводу нашої незалюбленості, що саме так я себе почуваю, я відчуваю себе покірним у цьому почутті.",sadness
5758,"Я просто хочу, щоб ви почувалися комфортно.",joy
5759,"Я припускаю, що все, що я можу зробити - це писати про те, про що я відчуваю страсть, і просто сподіватися на найкраще.",love
5760,"Я відчуваю перенавантаження і не відповідаю вимогам, щоб забезпечити цій чудовій маленькій людині всі необхідні речі.",fear
5761,"Я вже починаю сльозити від думки про наближення і проходження ще одного роковинного марку, і в той же час відчуваю дивовижне здивування тим, якою особою вона стає.",surprise
5762,"Я відчувався повністю коханим, вітаним, заповненим більшою кількістю знань про зелену красу і розбалованим.",love
5763,"Я відчуваю дуже роздратованість, не знаю чому.",anger
5764,Я розлютився і почуваюся ворожим відносно себе.,anger
5765,"Я вирішив, що мені потрібно переключити перемикач, щоб почути м'яку свіжу бризку, сидячи на канапі з ноутбуком, працюючи.",love
5766,"Я буквально схудла, тому що все, що роблю - плачу і відчуваю себе жахливо.",sadness
5767,"Я відчуваю, що він повинен припинити зважати на те, що говорять люди, правду кажучи, але, я вважаю, що це складно, якщо ти колись був одним з найулюбленіших спортсменів. Ну, нічого, це анітрохи не впливає на мою команду ""Лейкерс"".",love
5768,"Я відчував і відчуваю глуздовну вину від того, ніби втратити дату означає, що я її забув.",surprise
5769,"Я думаю, що моє заявлення полягає в тому, що я став багато більше самоусвідомленим щодо ведення блогу, ніж був раніше, і мені з цього соромно.",sadness
5770,"Незважаючи на нашу високу ефективність і чудові результати, керівництво відмовилося відповідати на наші вимоги.",anger
5771,"Я побачив, як дав Ошинко шанс, і маю відчуття, що ви будете приємно здивовані, так само, як і я був.",surprise
5772,"Я буду відчувати ніщо, окрім гідності.",joy
5773,"Я захопився почуттям, що ти не здивований цим.",surprise
5774,я почуваюся занадто сором'язливо,fear
5775,Я відчуваю себе так огидним і розколеним,anger
5776,"Я пробудувався вдома, почуваючись абсолютно ошелешеним все вечірню, поки моя родина підібрала мою сестру в Монктоні.",surprise
5777,"Я прочитав те, що було на цій посиланні, і мій шлунок почав дивно реагувати, тому що мені не подобалося, як вони говорили, але потім мені довелося зупинитися і пригадати, що Віллоу - єдиний і вона, мабуть, відчувала, що захищає свою сім'ю.",sadness
5778,"Я думаю про майбутнє всіх, а не про своє власне. Я почуваюся так самотньо, непотрібно і думаю, що я роблю не так, що я відчуваю себе лише як співмешканець і ніщо більше.",sadness
5779,"Я, як читач книжок, знаю, що його винні почуття кохання до Робба та ревнощів до нього не є новими і дуже заплутують його, оскільки він намагається з'ясувати свою власну ідентичність.",love
5780,коли я склав іспит на право керування,joy
5781,"Я повинен бути спати, оскільки мені потрібно працювати о двадцять першій, але останнім часом я відчуваю себе таким збудженим.",anger
5782,"Я почуваюся нерозумним, шокованим, незвичайним, замішаним, збитим, але я спокійний.",sadness
5783,"Я пишу цей блог, мені не так сумно.",sadness
5784,"Я все ще маю обрізану фотографію зображення на моїй стіні натхнення, на яку я дивлюся щодня, і я по-справжньому щодня відчуваю його художній вплив на свою власну роботу.",joy
5785,Я відчуваю таку розчаровування всередині.,anger
5786,"Я відчуваю себе погано, тому що я трохи неохоче розкриваю будь-які деталі щодо сюжету.",fear
5787,"Я відчуваю, що мої ноги чутливі, але все ж маю відчуття сили і виконую свої завдання добре.",love
5788,"Я слухаю музику і думаю про всі речі, які мені потрібно зробити на свята, доти, поки я все ще розумний і доти, поки ще рано, щоб не почуватися перенапруженим.",surprise
5789,Я відчуваю розчарування.,anger
5790,"Мені він подобається, це правда, але я відчуваю деякий тиск, щоб подобатися йому ще більше.",fear
5791,"Я відчуваю себе погано, знаючи, що він помер в такому віці, коли я ніколи більше не зможу з ним поговорити або побачити свого сина.",sadness
5792,"Я не можу уявити собі більш щасливого, радісного, веселого, посмішливого, захопленого, захопленого і захопленого, ніж коли я поклоняюсь Богу.",joy
5793,Я відчуваю особливою приязнь до певного часу.,love
5794,"Відчуваю, що стаю параноїком і надмірно пригноблююся, постійно думаючи, що ніщо не має значення, починаю лякатися, намагаючись зрозуміти, чому ми тут, насправді наляканий тим, що колись мене не буде.",fear
5795,я почуваюся трохи дивно,fear
5796,"Я бачив трьох провідних кандидатів у президенти, це мене сумує.",sadness
5797,"Я відчуваю, ніби я розумна людина і можу знайти кращу роботу, ніж та, яка у мене є.",joy
5798,"я відчуваю себе похмурим, жалюгідним, відчаєно-безнадійним, крихким",sadness
5799,"Я подумав про свої власні причини, моя перша реакція була та, що я почав займатися комедією, щоб відчувати прийняття від людей.",love
5800,"Я думав, що буде дуже дивно та незручно обійматися зі своєю коханою перед камерою, і я досить розхвилювався, коли ми почали.",surprise
5801,Я почуваюся глибоко перевантаженим цими звичайними справами.,surprise
5802,"Відчуваю, що в цьому є щось трохи пригодницьке.",joy
5803,"Я відчуваю, ніби я говорю це без підстави або байдуже до причини, тільки дивак одягає гарбуз на свою голову, - сказав Девід.",love
5804,Я так благословенна мати мою маленьку Мішель.,joy
5805,"Я почуваю себе сором'язливим, коли перше знайомство з посоромленістю.",fear
5806,"Я відчуваю себе розкутою. Швидкости серцебиття та інші побічні ефекти зестрилу. Пустеля Гобі, Роттердам, танцювальний парад.",love
5807,"Я думаю, що краще вже зараз їх подзвонити, я почуваюсь спраглим втім.",love
5808,"Я відчуваю, що віра, яка зараз підтримує мене в русі вперед, є надто слабкою і надто легкою зламати.",love
5809,"Здається, я використовую його як блог позитивних аспектів, місце, де я можу знайти речі, які приносять задоволення.",joy
5810,"Я дивився, відчуваючи озлобу, як вона трішки розплющила рота, щоб показати мені, як вона утримувала моє насіння на своїй мові.",surprise
5811,"Я почуваюся нелюбленим, коли мені не дають своєї рибоньки, проте я цінний людський істота незалежно від того, чи отримую я своє чи ні.",sadness
5812,"Я відчуваю себе настільки беззахисним, коли вони знаходяться у світі під загрозою, що щось погане може статися з ними.",fear
5813,"Я змирився з тим, що я почуваю, що я мучився, не відвідуючи недільні служби у своєму першому році в Ексетері, і цього року я взяв на себе обов'язок бути старостою, щоб зробити мою практику медитації регулярною.",sadness
5814,"Я не можу просто подзвонити без почуття потреби, і я не можу текстувати без почуття того, що я надто завантажую.",sadness
5815,Я відчуваю себе дуже переповненим.,surprise
5816,Я написав (прочитав) що перебуваю у середині тривалої відпустки від роботи і відчуваю досить велику муку в своєму самотньому стані. (Note: This is the translation in standard Ukrainian. Different regions may have slight variations in vocabulary and grammar.),fear
5817,"Ймовірно, перед тим, як почну читати, я буду почувати себе серйозно вкрай люблячим.",love
5818,"Я не почувався дуже добре після прослуховувань, оскільки я був нервовий як черт і мій рівень впевненості анітрохи не високий.",fear
5819,"Я можу зробити перерву в купівлі помади Mac, оскільки вона висушує мої губи, і вони відчуваються незручно і іноді боляче на протязі декількох днів.",fear
5820,"я дещо обсесивний і відчуваю себе забрудненим, якщо не",sadness
5821,"Я маю це почуття, що люди відчувають огид, коли я говорю про ці речі перед людьми, бо я маю надмірну вагу.",anger
5822,"Я визнаю, що трохи розходився від гніву через статуси про моє ідеальне життя.",love
5823,"Я відчув почуття, яке часто зазнаю, коли проводжу час зі своїм найкращим другом.",love
5824,"Я думаю, що мені не потрібно бути членом меншини, щоб почуватися небезпечно.",fear
5825,"Я не думав, що люди, яких я знаю і довіряв, змусять мене почуватися жахливо через мої власні вибори і думки.",sadness
5826,"Відчуваю певне бунтарство, носячи це, лол.",anger
5827,"Я не можу відчувати той цікавий маленький поколючок, навіть не чекаючи його.",surprise
5828,"Я відчуваю, що це залишить мене з захватом і нетерпінням, що принесе щось дуже неймовірне в моє життя.",surprise
5829,"Я відчуваю себе дуже розумним, вдалося створити щось, що виглядає непогано, і це змусило мене задуматися про створення вітальних листівок з деяких зображень.",joy
5830,Я почуваюся сльозливим всередині.,sadness
5831,"Я блукав додому, відчуваючи розслабленість і оновлення, з нетерпінням очікуючи початку занять на наступному тижні, готовий зустріти все, що зустріне мене в наступний час.",joy
5832,"Я сказав, що люблю це ім'я, він сказав: ""Незалежно від того, куди б я не йшов, відчуваю, що я найбільш нелюбима людина у кімнаті"".",sadness
5833,Я зараз не почуваюся дуже творчим.,joy
5834,"Я відчуваю себе дуже здивованою та сором'язливою, але трохи сильнішою після типової розмови з людиною, якою я кохав, але він відмовився від мене.",surprise
5835,"Я відчуваю незахищеність в оточенні людей, яких я захоплююся, а також людей, які вмиротворюють мене.",fear
5836,"Я відчуваю, що я був вірною особою.",joy
5837,Я почуваюся сльозливим і незграбним і трясучим.,sadness
5838,"Я не знаю, але завжди почуваю себе щедрою під час свят.",joy
5839,"Я все ще відчуваю незгоду в більшості соціальних ситуацій, мені все ще складно знаходити та підтримувати дружбу, і мені доводиться наполегливо боротися з бажанням залишатися замкненим вдома і ніколи не виходити крім магазину.",sadness
5840,"Я відчуваю себе щасливим, що маю чудове життя та родину, незважаючи на те, що належу до середнього класу.",joy
5841,"Я відчуваю подвійне благословення жити в невеликій сільській спільноті, де голосування займає включно чотири хвилини від дверей до дверей.",joy
5842,"ненавиджу той відчуття хочати щось для себе назавжди, вірне лише тобі",love
5843,Я бачу тварину в зоопарку і відчуваю абсолютний страх перед нею.,fear
5844,"Я не зовсім ейфоричний з того, що прибув сюди, але, принаймні, визнаю це як деяке досягнення, але воно виглядає дивно.",fear
5845,"Я можу також думати про це вправу, коли відчуваю стрес або гнів.",sadness
5846,"Я почуттєвий і співчутливий, але й байдужий.",love
5847,"Я відчуваю трішки ностальгії, сльоз і вдячності, задумуючись про це сьогодні ввечері.",love
5848,я відчуваюся дивно без.,surprise
5849,"Я коливався і роздумував щодо того, чи спробувати знову свої сили в писанні повноцінного роману, але доводиться зізнатися, що таке завдання трохи виходить за мої можливості. Зазвичай щоденне життя становить велику боротьбу для мого організму, і я не почуваюся особливо натхненним.",joy
5850,"Вибачте за падіння, містер черв'яку, сподіваюсь, що ви почуваєтесь добре.",joy
5851,"Я хочу бути окремо, і я почуваюся жалюгідно.",sadness
5852,"Я відчуваю таку благодать, що був частиною її шляху до вічного життя.",love
5853,"Я записав сцени для книги, там було кілька почуттів сумніву і неясності, тривоги та наївності, скорботних почуттів, якщо це має сенс. Це досить рано вранці, коли я приніс це на поверхню.",sadness
5854,"я відчуваю себе дивно, якщо мої губи голі",surprise
5855,"насправді я пішов і виміряв себе кілька років тому, відчуваючи дещо шоковану, коли жінка, яка проводила вимір свідчила мені, що я розмір e",surprise
5856,"Я обмежую споживання горіхів та насіння до приблизно однієї столової ложки до чашки на день максимум, оскільки мені не самочуваються, якщо я їм більше.",joy
5857,"Я очікую гарних речей від відкриттям зізнаннями весільного планувальника. Я маю відчуття, що деякі історії про ""брайдзілл"" та ""непослушних наречених"" могли би з'явитися. Що ви думаєте?",love
5858,Я почув себе трішки дратівливим сьогодні. (Ya pochuv sebe trishky drativlyvym s'ohodni.),anger
5859,"Було би цілком готовим, якщо б парфум випустив щось дійсно супер-швидко, але мені здається, що ""sweet refrain"" була занадто поспішною.",joy
5860,"Я не знаю, чому мені так дивно сталося через це.",surprise
5861,"Я вийшов з Венеції, відчуваючи, ніби я щойно зняв великий, клятий наковальню зі своєї спини.",fear
5862,Я почувався упертий сьогодні ввечері.,anger
5863,"Я не відчував нічого і був досить здивований, коли рефері зупинив бій, щоб вказати, що я кровочками усюди заливаюся.",surprise
5864,я просто почуваюся збентеженою і наляканою і загубленою,fear
5865,"У мене є відчуття, що навіть Барак Обама здивований, наскільки він зміг розірвати Америку за менше, ніж шість років.",surprise
5866,"Я відчуваю, що автор дуже пристрасний до своєї поеми, оскільки, коли він писав свою поему, він писав зі свого почуття і історії.",joy
5867,"Я відчуваю трохи дивно, згадуючи цю пісню тепер, коли погода змінилася, оскільки її батьківський альбом ""ii"" був одним із моїх улюблених цього літа.",fear
5868,"я мог відчувати, як мені ставало спекотно",love
5869,"Справді нечуваний відчуття останнім часом, коли температура навколо ""с"" і я все ще хочу потрійний латте. Олівер також вважає це справді дивним.",surprise
5870,"Я повинен був також сказати, що мені подобаються сірі просочення в ньому, так як вони роблять мене почуватися як сумасшедший учений, що став би моїм наступним вибором роботи після терапевта.",anger
5871,"Я почуваюся прекрасно, але наступне почуття вже виходить за мої можливості.",joy
5872,"Я почувався більше схвильований, ніж здатний відреагувати.",surprise
5873,"Прошу вас прочитати цей пост і побачити, що вам здається сильним і зв'язаним, а решту - проігнорувати.",joy
5874,"Я хочу говорити те, що відчуваю, не зважаючи на те, чи спричиняю я тобі рану.",love
5875,"Мені здається, що я давно не пропонував нові записи, що дивно, оскільки на початку цього блогу ми ледь-ледь публікували один раз на тиждень, а зараз я почуваюся трохи провинною, коли не публікую дописи щодня.",surprise
5876,"Я сумую за відчуттям душі друзів навколо мене, які підтримують мене і підбадьорюють з радістю.",love
5877,"Я відчуваю нетерпіння стати вчителем, здається, що я чекав цього всю своє життя, щоб зробити щось важливе, і для мене це воно.",anger
5878,"Я дуже сподіваюся, що люди почнуть відчувати щедрість у цей час року.",love
5879,"Я відчуваю щось настільки сильне, що хочу причинити біль моєму такому солодкому хлопчикові.",joy
5880,"Я відчуваю, що настав час перестати боятися і просто спробувати її.",fear
5881,"I'm sorry, but your input seems to be incomplete. Could you please provide the complete sentence that you want to be translated into Ukrainian?",anger
5882,"я заставляю інших відчувати, що це дурниця",anger
5883,"Я маю відчуття, що це вже досить довго використовує мій сад для дрімоти, і я був шокований відкрити, що іноді в цьому будинку є людини.",surprise
5884,"Я думав, доки не зможу відчути таку екстазію від того, що буду мати дитину, як відчував, коли їхав до Нової Зеландії у пошуках гігантської кальмара, я не можу мати дитину.",joy
5885,Я почувався трохи незадоволеним і не відчував святковості перед Новим роком і все що мене дратувало протягом всього повернення.,anger
5886,"Я почуваюся дуже успішним, не зіпсувавши наш маленький ""Micra"".",joy
5887,"Я почуваюся неймовірно переповненим і не можу не відчувати, що зробив щось не так.",fear
5888,Я відчуваю дуже ніжне почуття до своїх дітей та ніжність життя.,love
5889,"Я відчуваю невелике перевантаження, вимагаючи блогу про всю стоматологічну подорож минулого тижня, і оскільки мій час на комп’ютері має бути гнучким, я спробую блогувати по одному дню за раз і врешті-решт покрити весь тиждень.",surprise
5890,"У мене не було власних проблем, з якими я мала справлятися як вчитель, тому що у мене були і є ці проблеми, і я їх вирішую. Проте це припущення мені було викинуто в обличчя більше ніж один раз. Чесно кажучи, мені не запалювало від того способу, яким ти мені давав ту виправку, корекцію й зворотний зв'язок тощо.",joy
5891,"Я почувався відважним з паяльним пристроєм, тому вирішив спробувати оживити довгостроково занедбаний Beddgelert і довести його до робочого стану.",joy
5892,"Я поважаю його приватність, тому я не розголошу подробиці нашого чату, але це змусило мене задуматися про поняття дому, бо вранці я почував трохи ностальгії за домом, а тут я був з повністю незнайомою людиною на відстані кількох тисяч миль від Сінгапуру, але я справді почувався як удома.",sadness
5893,"Я спускався відколюючимся ліфтом у шумну машинну кімнату, і перші раз згадував про назвати це роботою, що викликало у мене цікаву суміш сили, полегшення і розчарування.",surprise
5894,"Я почуваю себе трохи розчарованим усім цим, але інші аспекти, такі як робота в профспілці, мені дуже подобаються.",sadness
5895,"Я відмовився від зв'язку, не відчуваючи, що здаюся щодо них або на дивний спосіб розчаровую самого себе.",surprise
5896,"Буду ввічливим і привітним, оскільки я не хочу, щоб хтось інший страждав через мою бажання бути неприємним і упертим.",anger
5897,"Я почуваю, що дбаю більше і допомагаю більше.",love
5898,"Я відчуваю, що він дуже грубий по відношенню до мене.",anger
5899,"Я відчуваю, що можу все ще кохати ідею про тебе.",love
5900,"Я знаю, що кілька учасників буткемпу почуваються роздратовано, що є частим явищем на протязі дня і також вже другий день.",anger
5901,"Я відчуваю, що в останнє раз ти той, хто відчуває параною.",fear
5902,"Я почуваюся дещо дивно та лякаюся через свій стан, оскільки я захворів, і, мабуть, маю хворобу, о, Боже, я сказав мамі, і вона погодилась повезти мене до клініки.",surprise
5903,"Я відчуваю тиск, коли Юя знаходиться перед ним, але коли він чує, як він говорить про елементарну школу, здається, що його дух повертається до нього.",fear
5904,"Я відчуваю, ніби на мене дивляться, навіть найпростіші справи стають неймовірно брудними.",sadness
5905,"Я пам'ятаю, що з читання цього певного запису мені взагалі було трохи дратівливо за Раяна.",anger
5906,"Я зав'язую обгортку, пакую вас і йду дорогою, почуваючись дуже триумфально.",joy
5907,"Я втомився від почуття безцінності і того, що для мене немає майбутнього.",sadness
5908,Я почуваюся трохи перевантаженим перед перспективою просіювання всього цього і організації.,surprise
5909,"Я провела ще одну годину та півтори прогулюючись з тренером цього разу на пляжі, розмовляючи та відчуваючи чудове тепле сонце та солодкий морський бриз.",joy
5910,"Я відчуваю, що стилі, схожі на анімацію Діснея та Дрімворкс, набагато приємніше дивитися, і я думаю, що це через те, що, як у багатьох стилях манги, тут немає надмірної кількості ліній, ускладнюючих образ обличчя. Я говорю зовсім узагальнено та загальноприйнятними позначками.",joy
5911,"Я би потрапив до своїх занять, відчуваючи себе дуже неймовірно і освіженим, замість того, щоб бути виснаженим і померти, як відчувався, коли був постійно зайнятий усім.",surprise
5912,"Я відчуваю, що розумію все, що вони говорять і відчуваю дивну спорідненість, хоча ніколи не бував на справжній полі боротьби.",surprise
5913,"У мене завжди є великий контейнер - я маю на увазі дійсно великий, на зразок ковпачків граноли - у холодильнику постійно. Це необхідно, коли я хочу перекусити щось трохи солодке та трохи хрустке.",love
5914,Я почуваю себе трохи безсиллим та виснаженим незалежно від цього.,sadness
5915,Я почав відчувати себе абсолютно неймовірно.,surprise
5916,"Я почуваюся нудним, хіхі",sadness
5917,"Я почуваюся заплутаним, коли спробую уявити його хворим.",fear
5918,"Я відчуваю, що люди все ще постійно здивовані тим, що я добрий у чомусь.",surprise
5919,"Я не хочу дуже дорогий, відчуваючи себе жадібним, прошу про одну. Крім того, вони привертають увагу злодіїв.",anger
5920,"Я відчуваю менші враження від свого плавання і більше схожий на те, щоб лягти на підлогу спати.",surprise
5921,"Я подивився на зношені дерев'яні спиці і почув справжнє співрозмовництво з поколіннями жінок переді мною, які в'язали для задоволення або необхідності, і я відчуваю себе почесною, що сьогодні я можу продовжувати цю ремесло і передавати створені з любов'ю одяг, шкарпетки і ковдри наступному поколінню.",joy
5922,"Я почуваюсь ще більш сумнівним щодо вдачі цього пісні, ніж коли вона була оголошена як сингл, і я ще не почув її по радіо взагалі.",fear
5923,Я почуваюся дуже незахищеним щодо знайомства та спілкування з більшою кількістю людей.,fear
5924,"Я не знаю, як люди насправді почуваються, але те, що вони мені кажуть, дуже-дуже підтримує те, що вони вважають книгу дуже чесною.",love
5925,"Я ненавиджу цей почуття, наче ми діяли так, ніби ми були разом, і мені сподобалося це.",love
5926,"Я справді відчуваю це навіть тоді, коли я не впевнений, що воно повернеться з такою ж силою.",fear
5927,"Мені потрібно було вивернути все це з голови і написати на екрані, де я зможу повертатися й перечитувати пізніше, щоб побачити, що хоч у нас є безліч благословень, є деякі виклики, і мені нормально відчувати перевантаження час від часу.",surprise
5928,"Я думаю, що вона відчувала трохи нерішучість і сором'язливість.",fear
5929,"Зазвичай я не люблю докінця закінчувати речення людей, або коли це роблю, я соромлюсь цього, бо відчуваю, що це неввічливо. Але сьогодні я впевнено зробив це, якби підтверджуючи те, що вони говорили.",anger
5930,"Я сказав, що сьогодні мені дуже просто хочеться щедрості, тому вам краще скористайтесь нагодою, поки я не передумав (жартую).",love
5931,"Я переживав відчуття того, що я приходжу на роботу з кимось, хто ненавидить мене, до розуміння, що іноді люди просто намагаються підтягнути тебе та зробити кращим.",anger
5932,"Я вдивляюся в ті чудові зелені очі, не чую її дзвінкого сміху і не відчуваю ніжний дотик її пальців на моїй руці.",love
5933,"Я почував себе дуже занепокоєним перед зміною, навіть якщо знаходився відомість, що вона наближається.",fear
5934,"Я почуваюсь ображеним тим, що я повинен відчувати себе таким чином взагалі.",anger
5935,"Думаю, що важливо палко відноситися до добрих речей, але також важливо не стати залежними від того, чим ми палко відчуваємо.",love
5936,Я все ще почувався марно.,sadness
5937,"Я дуже сумую за родинами з маленькими дітьми, вони в найбільшій небезпеці, але вони є надією на майбутнє, але їм знадобиться допомога, щастя і благодать від Бога, щоб вижити.",sadness
5938,"Я визнаюсь, що відчуваю трохи занепокоєння щодо перестворення образу, який колись так легко вдається мені двічі на тиждень на моєму регулярному колі ярмарків.",fear
5939,"Я вірю, що це не лише мистецтво, але й спосіб життя, і на місцевому рівні відчуваю, що цим зловживають, - сказав Теннар.",sadness
5940,"Я почуваюся безпечно, розмістивши цей приблизний гумористичний мем про Віллі Вонку на тему стримуваності.",joy
5941,"Я відчуваю образливість та розчарування, і замість приховувати ці почуття під фальшивою позитивністю та оптимізмом, я хочу прийняти образливість та розчарування.",anger
5942,"Я відчуваю позитив і щасливий з того, як все вийшло до цього моменту.",joy
5943,я почав погано почуватися минулої ночі після,sadness
5944,Я почуваюся трохи незгодним віддавати його.,fear
5945,"Також я не розумію сенсу всього цього і не думаю, що отримання всіх ""а"" вражатиме мене чи щось подібне.",surprise
5946,"Я відчуваю себе почесною особою та вдячною за те, що мене прийняли солдати та морські піхотинці до своїх відділів, загонів і батальйонів.",joy
5947,"Я відчуваю таке кохання та благословення від багатьох, що це навіть дещо пригнічуюче, але в кінцевому підсумку - найвеличніше відчуття у світі.",love
5948,"Я тільки зараз починаю будувати свій контекст після багатьох років болю, але все ще почуваю страх.",fear
5949,"Я тільки що зняв гроші з банку, тому відчуваю себе щедрим.",love
5950,"Я відчуваю більше пристрасті до цієї нової теми, і якщо я буду дотримуватись жорсткого графіка, я все ж зможу закінчити мою дегресію вчасно та випускатися в грудні.",love
5951,"Я очікував цього, і так як це напівавтобіографічна робота, я почуваюся трішечки незгодним висловлюватися негативно про людей, задіяних у цьому.",fear
5952,"Починаю відчувати трохи пригнічення, знаючи, що мені ще треба зробити.",surprise
5953,я іноді відчуваю подив від себе,surprise
5954,Я відчуваю тиск йти на вечірку.,fear
5955,"Я відчуваю, що Бог надсилає нам деякі відволікаючі фактори, щоб перевірити, наскільки ми впевнені в досягненні наших цілей.",joy
5956,"У деяких моментах мені було важко повністю сконцентруватися на волі через те, що підвищений тиск крові робив мене смішним, але в цілому було все добре, і на щастя, це не тривало довго.",surprise
5957,"Я відчуваю, що на даний момент я просто не звик.",sadness
5958,"Я повинен вимкнути телевізор, радіо та навіть покинути кімнати, іноді я відчуваю надзвичайну дратівливість коли це відбувається.",anger
5959,"Я відчуваю себе так дивно, що мені хочеться проклясти все навколо і лягти головою в стіну, щоб мій світ повернувся до свого фокусу.",surprise
5960,"Я ніколи більше не хочу відчувати таку гіркоту і повну розчарування в бібліотечній галузі, як відчував дев'ять місяців тому.",anger
